p_val	avg_logFC	pct.1	pct.2	p_val_adj	sample_id	cell_type	gene_symbol
MMY21940.CD14+Mono.FRAT2	5.36006535962483e-14	-0.271614387679988	0.037	0.191	1.79765872031098e-09	MMY21940	CD14+Mono	FRAT2
MMY21940.CD14+Mono.SSH2	5.42490121424619e-14	-0.739034084835516	0.084	0.29	1.81940336923389e-09	MMY21940	CD14+Mono	SSH2
MMY21940.CD14+Mono.MYO5A	5.49646371763795e-14	-0.55564261129149	0.073	0.275	1.84340400162142e-09	MMY21940	CD14+Mono	MYO5A
MMY21940.CD14+Mono.PABPN1	5.57827346602105e-14	-1.0003074645245	0.251	0.55	1.87084135503414e-09	MMY21940	CD14+Mono	PABPN1
MMY21940.CD14+Mono.PRDX3	5.68599350844966e-14	-0.562911989371777	0.167	0.427	1.90696850286385e-09	MMY21940	CD14+Mono	PRDX3
MMY21940.CD14+Mono.NCOR2	6.21034340417429e-14	-0.691319802039236	0.079	0.282	2.08282497089197e-09	MMY21940	CD14+Mono	NCOR2
MMY21940.CD14+Mono.PPM1M	6.35093844546091e-14	-0.294759316640505	0.034	0.183	2.12997773583868e-09	MMY21940	CD14+Mono	PPM1M
MMY21940.CD14+Mono.USP4	6.49564515357456e-14	-1.2485575823142	0.09	0.305	2.17850947160584e-09	MMY21940	CD14+Mono	USP4
MMY21940.CD14+Mono.ETF1	6.53197418358542e-14	-0.545583844504857	0.163	0.427	2.19069350169088e-09	MMY21940	CD14+Mono	ETF1
MMY21940.CD14+Mono.TGIF1	6.8713850304766e-14	-0.409780164749674	0.032	0.176	2.30452511152124e-09	MMY21940	CD14+Mono	TGIF1
MMY21940.CD14+Mono.MOSPD2	7.66095128096667e-14	-0.370279380413962	0.029	0.168	2.5693298406106e-09	MMY21940	CD14+Mono	MOSPD2
MMY21940.CD14+Mono.RNF144B	7.81671188658221e-14	-0.346864891377361	0.056	0.237	2.62156883252194e-09	MMY21940	CD14+Mono	RNF144B
MMY21940.CD14+Mono.BHLHE41	8.10248000407712e-14	2.36913298672479	0.314	0	2.71740974376739e-09	MMY21940	CD14+Mono	BHLHE41
MMY21940.CD14+Mono.CCNK	8.28025927846661e-14	-0.548678625075935	0.083	0.29	2.77703335681213e-09	MMY21940	CD14+Mono	CCNK
MMY21940.CD14+Mono.MEF2D	8.60044193419557e-14	-0.379048331968586	0.106	0.336	2.88441621589051e-09	MMY21940	CD14+Mono	MEF2D
MMY21940.CD14+Mono.YTHDF3	8.96652889450191e-14	-0.415745568830629	0.111	0.344	3.00719446063805e-09	MMY21940	CD14+Mono	YTHDF3
MMY21940.CD14+Mono.FNBP1	9.34381993254898e-14	-0.729464546473807	0.232	0.527	3.13373032897828e-09	MMY21940	CD14+Mono	FNBP1
MMY21940.CD14+Mono.FGD2	1.02953704760083e-13	-1.47152031700642	0.076	0.275	3.45286135024365e-09	MMY21940	CD14+Mono	FGD2
MMY21940.CD14+Mono.FOSB	1.07084242264397e-13	74.0873165903158	0.453	0.847	3.59139131706335e-09	MMY21940	CD14+Mono	FOSB
MMY21940.CD14+Mono.KDM3B	1.09281578866215e-13	-0.390055118549244	0.051	0.221	3.66508559201512e-09	MMY21940	CD14+Mono	KDM3B
MMY21940.CD14+Mono.SH3BP5	1.10521743074712e-13	-0.560696876508971	0.061	0.244	3.7066782192397e-09	MMY21940	CD14+Mono	SH3BP5
MMY21940.CD14+Mono.ATP5MC2	1.10860708606571e-13	-1.57240525761682	0.655	0.84	3.71804644524717e-09	MMY21940	CD14+Mono	ATP5MC2
MMY21940.CD14+Mono.WASHC2C	1.1184545673433e-13	-0.576285840741353	0.027	0.16	3.75107292795596e-09	MMY21940	CD14+Mono	WASHC2C
MMY21940.CD14+Mono.SELENOM	1.12816686946074e-13	2.39866649416557	0.351	0.031	3.78364604679742e-09	MMY21940	CD14+Mono	SELENOM
MMY21940.CD14+Mono.MAP7D1	1.14018452719628e-13	-0.285423067586706	0.067	0.26	3.8239508673109e-09	MMY21940	CD14+Mono	MAP7D1
MMY21940.CD14+Mono.MPHOSPH6	1.15710106388597e-13	-0.342434403213914	0.044	0.206	3.88068554806075e-09	MMY21940	CD14+Mono	MPHOSPH6
MMY21940.CD14+Mono.VAMP3	1.1989388494979e-13	-0.585597333662798	0.051	0.221	4.02100111344606e-09	MMY21940	CD14+Mono	VAMP3
MMY21940.CD14+Mono.PIK3CB	1.24264392991416e-13	-0.522979574882602	0.033	0.176	4.16757921214612e-09	MMY21940	CD14+Mono	PIK3CB
MMY21940.CD14+Mono.PLD3	1.31989910089511e-13	-1.69418752733872	0.112	0.336	4.42667760458202e-09	MMY21940	CD14+Mono	PLD3
MMY21940.CD14+Mono.FAM92B	1.3423122336655e-13	1.84293530515702	0.32	0.008	4.50184676926734e-09	MMY21940	CD14+Mono	FAM92B
MMY21940.CD14+Mono.KLF3	1.41329952373372e-13	-2.14393675509114	0.122	0.351	4.73992394269815e-09	MMY21940	CD14+Mono	KLF3
MMY21940.CD14+Mono.STARD3NL	1.43820000608744e-13	-0.329975571366102	0.033	0.176	4.82343518041607e-09	MMY21940	CD14+Mono	STARD3NL
MMY21940.CD14+Mono.HNRNPH2	1.43923292091068e-13	-0.556223857084799	0.105	0.328	4.82689937015024e-09	MMY21940	CD14+Mono	HNRNPH2
MMY21940.CD14+Mono.VPS29	1.46503434311871e-13	-0.88036847010088	0.188	0.458	4.91343217995154e-09	MMY21940	CD14+Mono	VPS29
MMY21940.CD14+Mono.CD53	1.59649637689937e-13	-5.04433578659998	0.384	0.641	5.35432954884511e-09	MMY21940	CD14+Mono	CD53
MMY21940.CD14+Mono.EEF2	1.6568122218655e-13	2.33904729281311	0.728	0.885	5.55661682969251e-09	MMY21940	CD14+Mono	EEF2
MMY21940.CD14+Mono.ANKLE2	1.75834808230332e-13	-0.605212918964571	0.076	0.275	5.89714779842889e-09	MMY21940	CD14+Mono	ANKLE2
MMY21940.CD14+Mono.SF1	1.77323692883309e-13	-0.781666902930618	0.361	0.679	5.94708201192043e-09	MMY21940	CD14+Mono	SF1
MMY21940.CD14+Mono.SPCS1	1.7798267025205e-13	9.57983206240638	0.742	0.511	5.96918279491326e-09	MMY21940	CD14+Mono	SPCS1
MMY21940.CD14+Mono.CHCHD10	1.85553259487636e-13	5.65474778495202	0.625	0.336	6.22308521669634e-09	MMY21940	CD14+Mono	CHCHD10
MMY21940.CD14+Mono.CACUL1	1.91403324499875e-13	-0.594008189863477	0.07	0.26	6.41928469707679e-09	MMY21940	CD14+Mono	CACUL1
MMY21940.CD14+Mono.KIF22	1.9906699275055e-13	-0.44688903384471	0.052	0.221	6.67630880286793e-09	MMY21940	CD14+Mono	KIF22
MMY21940.CD14+Mono.HNRNPA3	2.05572646692268e-13	-1.84640417529769	0.52	0.847	6.89449542476529e-09	MMY21940	CD14+Mono	HNRNPA3
MMY21940.CD14+Mono.MANBA	2.08755406437458e-13	-0.7869155376857	0.07	0.26	7.00123882109948e-09	MMY21940	CD14+Mono	MANBA
MMY21940.CD14+Mono.NMI	2.26715690141904e-13	-0.438893645870398	0.055	0.229	7.60359081597919e-09	MMY21940	CD14+Mono	NMI
MMY21940.CD14+Mono.KIF5B	2.27480204542778e-13	-0.608226839049637	0.15	0.405	7.6292310999557e-09	MMY21940	CD14+Mono	KIF5B
MMY21940.CD14+Mono.DENND4B	2.29930766141982e-13	-0.289744406502746	0.042	0.198	7.71141803486978e-09	MMY21940	CD14+Mono	DENND4B
MMY21940.CD14+Mono.RBPJ	2.34603735111898e-13	-0.93801570337515	0.188	0.458	7.86814006818283e-09	MMY21940	CD14+Mono	RBPJ
MMY21940.CD14+Mono.SLC16A6	2.36280796203421e-13	-0.429564507715762	0.018	0.13	7.92438534307032e-09	MMY21940	CD14+Mono	SLC16A6
MMY21940.CD14+Mono.CPNE5	2.437079783657e-13	1.46609093604644	0.315	0.008	8.17347817842885e-09	MMY21940	CD14+Mono	CPNE5
MMY21940.CD14+Mono.DMXL1	2.46349731616836e-13	-0.295712955364918	0.036	0.183	8.26207729896543e-09	MMY21940	CD14+Mono	DMXL1
MMY21940.CD14+Mono.PLAC8	2.77425246818821e-13	-2.61812326351599	0.21	0.489	9.30428792780962e-09	MMY21940	CD14+Mono	PLAC8
MMY21940.CD14+Mono.POLG	2.82715459743165e-13	-0.269949052205893	0.028	0.16	9.48171108886628e-09	MMY21940	CD14+Mono	POLG
MMY21940.CD14+Mono.WAPL	3.0237496152995e-13	-0.274467232756267	0.076	0.275	1.01410514597914e-08	MMY21940	CD14+Mono	WAPL
MMY21940.CD14+Mono.RPL28	3.17745740387405e-13	-3.02216508414092	0.983	0.992	1.06565566411128e-08	MMY21940	CD14+Mono	RPL28
MMY21940.CD14+Mono.FAM133B	3.1957102156431e-13	-0.574325155735152	0.212	0.496	1.07177729212238e-08	MMY21940	CD14+Mono	FAM133B
MMY21940.CD14+Mono.NME1	3.40077359273566e-13	1.21222420012168	0.391	0.069	1.14055144753169e-08	MMY21940	CD14+Mono	NME1
MMY21940.CD14+Mono.PSMA4	3.50498015831162e-13	-2.26184179176576	0.272	0.55	1.17550024549455e-08	MMY21940	CD14+Mono	PSMA4
MMY21940.CD14+Mono.ARFGEF1	3.51099215007546e-13	-0.497155614630504	0.082	0.282	1.17751654729231e-08	MMY21940	CD14+Mono	ARFGEF1
MMY21940.CD14+Mono.RUFY1	4.01863923786995e-13	-0.288312088313637	0.039	0.191	1.34777122759682e-08	MMY21940	CD14+Mono	RUFY1
MMY21940.CD14+Mono.MT-ND1	4.34931351904764e-13	45.7417283440513	0.863	0.992	1.4586727680182e-08	MMY21940	CD14+Mono	MT-ND1
MMY21940.CD14+Mono.SLK	4.42687640390038e-13	-0.385631764780977	0.053	0.221	1.48468580834011e-08	MMY21940	CD14+Mono	SLK
MMY21940.CD14+Mono.EXOC1	4.52153454513579e-13	-0.410290282265191	0.053	0.221	1.51643225574764e-08	MMY21940	CD14+Mono	EXOC1
MMY21940.CD14+Mono.LCOR	4.58996845050022e-13	-0.859072918227263	0.104	0.321	1.53938361892876e-08	MMY21940	CD14+Mono	LCOR
MMY21940.CD14+Mono.SAMD4B	4.8536840827708e-13	-0.390524625172141	0.082	0.282	1.62782856767967e-08	MMY21940	CD14+Mono	SAMD4B
MMY21940.CD14+Mono.RNASEK	4.88328607862848e-13	-0.273948391580878	0.031	0.168	1.63775648505042e-08	MMY21940	CD14+Mono	RNASEK
MMY21940.CD14+Mono.ARX	5.41051730109411e-13	1.36055730541722	0.298	0	1.81457929244094e-08	MMY21940	CD14+Mono	ARX
MMY21940.CD14+Mono.MTCH1	5.46742065856394e-13	-0.367828155858399	0.159	0.412	1.83366354046917e-08	MMY21940	CD14+Mono	MTCH1
MMY21940.CD14+Mono.XPO6	5.46939730420693e-13	-0.36463484293812	0.064	0.244	1.83432646788492e-08	MMY21940	CD14+Mono	XPO6
MMY21940.CD14+Mono.MICU1	5.71596243954799e-13	-0.347755819569737	0.06	0.237	1.91701948297561e-08	MMY21940	CD14+Mono	MICU1
MMY21940.CD14+Mono.KPNA3	5.77450405876729e-13	-0.29404990659541	0.028	0.16	1.93665317122937e-08	MMY21940	CD14+Mono	KPNA3
MMY21940.CD14+Mono.WDFY1	5.85151332211171e-13	-0.369763397794513	0.049	0.214	1.96248053796982e-08	MMY21940	CD14+Mono	WDFY1
MMY21940.CD14+Mono.RAB1B	6.71185184404023e-13	-0.644602363031721	0.096	0.305	2.25102087145421e-08	MMY21940	CD14+Mono	RAB1B
MMY21940.CD14+Mono.NCOR1	7.20954974285703e-13	-1.07026257631198	0.154	0.405	2.41793879275939e-08	MMY21940	CD14+Mono	NCOR1
MMY21940.CD14+Mono.OST4	7.27264618250134e-13	8.38776386103323	0.794	0.595	2.4391000766873e-08	MMY21940	CD14+Mono	OST4
MMY21940.CD14+Mono.IFRD1	7.2797513936714e-13	-2.73527098565462	0.158	0.405	2.44148302240951e-08	MMY21940	CD14+Mono	IFRD1
MMY21940.CD14+Mono.TMED8	7.3180710309182e-13	-0.374572340307276	0.023	0.145	2.45433466234935e-08	MMY21940	CD14+Mono	TMED8
MMY21940.CD14+Mono.HDGF	7.35604189058446e-13	-0.561065896752347	0.162	0.412	2.46706932926422e-08	MMY21940	CD14+Mono	HDGF
MMY21940.CD14+Mono.RREB1	7.47381121701708e-13	-0.799542927018822	0.098	0.313	2.50656680596319e-08	MMY21940	CD14+Mono	RREB1
MMY21940.CD14+Mono.RALGAPA2	7.51342644885073e-13	-0.354647505716339	0.023	0.145	2.51985296241556e-08	MMY21940	CD14+Mono	RALGAPA2
MMY21940.CD14+Mono.MARK2	7.9856712925205e-13	-0.368717290600446	0.061	0.237	2.67823443808552e-08	MMY21940	CD14+Mono	MARK2
MMY21940.CD14+Mono.TXNDC5	8.064656774602e-13	1.8435341675663	0.335	0.031	2.70472458906602e-08	MMY21940	CD14+Mono	TXNDC5
MMY21940.CD14+Mono.TBC1D2B	8.22937364052168e-13	-0.306918607030131	0.026	0.153	2.75996733155816e-08	MMY21940	CD14+Mono	TBC1D2B
MMY21940.CD14+Mono.SH3TC1	8.77000465037329e-13	-0.287660177284835	0.018	0.13	2.94128415964219e-08	MMY21940	CD14+Mono	SH3TC1
MMY21940.CD14+Mono.COBLL1	9.06802410427463e-13	2.62387838332603	0.324	0.023	3.04123392409162e-08	MMY21940	CD14+Mono	COBLL1
MMY21940.CD14+Mono.TUT7	9.58708618037123e-13	-0.390868872854132	0.08	0.275	3.2153169631729e-08	MMY21940	CD14+Mono	TUT7
MMY21940.CD14+Mono.ELF2	1.01600933611985e-12	-0.649452242549236	0.142	0.382	3.40749211147876e-08	MMY21940	CD14+Mono	ELF2
MMY21940.CD14+Mono.CORO7	1.02104027387174e-12	-0.420126967631689	0.048	0.206	3.42436487051103e-08	MMY21940	CD14+Mono	CORO7
MMY21940.CD14+Mono.SETX	1.06698266424623e-12	-0.522183204244657	0.114	0.336	3.578446459349e-08	MMY21940	CD14+Mono	SETX
MMY21940.CD14+Mono.NAPA	1.07438561517045e-12	-0.430920005833066	0.127	0.359	3.60327447615866e-08	MMY21940	CD14+Mono	NAPA
MMY21940.CD14+Mono.ZBTB7B	1.14253336043536e-12	-0.641240308254113	0.044	0.198	3.83182838422812e-08	MMY21940	CD14+Mono	ZBTB7B
MMY21940.CD14+Mono.GPI	1.22579656908329e-12	-0.487037398806408	0.085	0.282	4.11107653339155e-08	MMY21940	CD14+Mono	GPI
MMY21940.CD14+Mono.RAB5IF	1.22772462818514e-12	-1.99952346188212	0.189	0.443	4.11754285800734e-08	MMY21940	CD14+Mono	RAB5IF
MMY21940.CD14+Mono.BRWD3	1.34783830891561e-12	-1.45573980423838	0.039	0.183	4.52038012044118e-08	MMY21940	CD14+Mono	BRWD3
MMY21940.CD14+Mono.POU2F2	1.38267591992443e-12	-3.9842739102928	0.314	0.588	4.63721850024257e-08	MMY21940	CD14+Mono	POU2F2
MMY21940.CD14+Mono.LARP7	1.43649654809505e-12	-0.25046132126612	0.107	0.328	4.81772212300118e-08	MMY21940	CD14+Mono	LARP7
MMY21940.CD14+Mono.RRP12	1.50304542904125e-12	-0.864743487746342	0.107	0.321	5.04091375991854e-08	MMY21940	CD14+Mono	RRP12
MMY21940.CD14+Mono.RALGPS2	1.59624302395863e-12	5.70008798911167	0.396	0.084	5.35347985375244e-08	MMY21940	CD14+Mono	RALGPS2
MMY21940.CD14+Mono.SYVN1	1.6802470562674e-12	1.08488025438188	0.319	0.023	5.63521257730959e-08	MMY21940	CD14+Mono	SYVN1
MMY21940.CD14+Mono.NADK	1.6919781759847e-12	-0.348767356310425	0.065	0.244	5.6745564066175e-08	MMY21940	CD14+Mono	NADK
MMY21940.CD14+Mono.COPA	1.70182813339894e-12	-0.374008769164565	0.171	0.427	5.70759119379336e-08	MMY21940	CD14+Mono	COPA
MMY21940.CD14+Mono.MAFK	1.71225366315993e-12	-0.330169131568357	0.027	0.153	5.74255633550576e-08	MMY21940	CD14+Mono	MAFK
MMY21940.CD14+Mono.FLI1	1.71390765740751e-12	-0.574754575473891	0.111	0.328	5.74810350141332e-08	MMY21940	CD14+Mono	FLI1
MMY21940.CD14+Mono.MCMBP	1.72144735513514e-12	-0.369010355035677	0.059	0.229	5.77339013965222e-08	MMY21940	CD14+Mono	MCMBP
MMY21940.CD14+Mono.DNAJC7	1.87591898268353e-12	-1.18252829741774	0.204	0.466	6.29145708412402e-08	MMY21940	CD14+Mono	DNAJC7
MMY21940.CD14+Mono.ATP6V0E1	1.89491922280608e-12	-2.94216660902721	0.431	0.702	6.35518008944702e-08	MMY21940	CD14+Mono	ATP6V0E1
MMY21940.CD14+Mono.LAMTOR1	1.96785555764864e-12	-1.30777433833274	0.284	0.565	6.599793969242e-08	MMY21940	CD14+Mono	LAMTOR1
MMY21940.CD14+Mono.UTRN	2.00017652411344e-12	-0.752690358449198	0.16	0.397	6.70819202657164e-08	MMY21940	CD14+Mono	UTRN
MMY21940.CD14+Mono.SATB1	2.01141766136389e-12	-0.250698315449229	0.027	0.153	6.74589255268221e-08	MMY21940	CD14+Mono	SATB1
MMY21940.CD14+Mono.NDFIP1	2.16388580387152e-12	-0.490641488613205	0.12	0.344	7.2572402090243e-08	MMY21940	CD14+Mono	NDFIP1
MMY21940.CD14+Mono.VPS28	2.17774793623354e-12	-0.634033847077703	0.248	0.511	7.30373102854005e-08	MMY21940	CD14+Mono	VPS28
MMY21940.CD14+Mono.MLLT3	2.19888941633437e-12	1.7789356531632	0.327	0.031	7.37463532450223e-08	MMY21940	CD14+Mono	MLLT3
MMY21940.CD14+Mono.SUN2	2.21115614532143e-12	-0.557975514084339	0.119	0.344	7.415775480179e-08	MMY21940	CD14+Mono	SUN2
MMY21940.CD14+Mono.AP2A1	2.22537890281584e-12	-0.328296329941559	0.055	0.221	7.46347576426376e-08	MMY21940	CD14+Mono	AP2A1
MMY21940.CD14+Mono.TIAM1	2.40315219437047e-12	-0.356841631866433	0.07	0.252	8.05969182947967e-08	MMY21940	CD14+Mono	TIAM1
MMY21940.CD14+Mono.TNFRSF14	2.44789500121617e-12	-0.539077428793969	0.114	0.328	8.20975025507879e-08	MMY21940	CD14+Mono	TNFRSF14
MMY21940.CD14+Mono.ECHDC1	2.44978218037197e-12	-0.716080664480875	0.091	0.29	8.21607947653153e-08	MMY21940	CD14+Mono	ECHDC1
MMY21940.CD14+Mono.SVBP	2.83166341527671e-12	-0.283068099366459	0.036	0.176	9.49683276215504e-08	MMY21940	CD14+Mono	SVBP
MMY21940.CD14+Mono.ZBTB38	2.91366535511972e-12	5.72324943613704	0.412	0.099	9.77185086800051e-08	MMY21940	CD14+Mono	ZBTB38
MMY21940.CD14+Mono.AC245014.3	2.93124224275412e-12	2.24446921688207	0.242	0.534	9.83080023374877e-08	MMY21940	CD14+Mono	AC245014.3
MMY21940.CD14+Mono.SMS	2.93946336374426e-12	-0.470002034529275	0.075	0.26	9.85837222932551e-08	MMY21940	CD14+Mono	SMS
MMY21940.CD14+Mono.HNRNPM	2.94420387690149e-12	-2.39826480443259	0.294	0.595	9.87427096235221e-08	MMY21940	CD14+Mono	HNRNPM
MMY21940.CD14+Mono.VPS4B	3.11221538333342e-12	-0.368009520349171	0.107	0.321	1.04377479526236e-07	MMY21940	CD14+Mono	VPS4B
MMY21940.CD14+Mono.CLPB	3.17155623685761e-12	-0.470012425817329	0.063	0.237	1.06367653071731e-07	MMY21940	CD14+Mono	CLPB
MMY21940.CD14+Mono.BIRC2	3.20666491194297e-12	-0.81298888673948	0.104	0.313	1.07545127816743e-07	MMY21940	CD14+Mono	BIRC2
MMY21940.CD14+Mono.WDR26	3.49996057319121e-12	-0.724177411787832	0.117	0.336	1.17381677703687e-07	MMY21940	CD14+Mono	WDR26
MMY21940.CD14+Mono.CKLF	3.53261741826239e-12	-1.55629972239083	0.262	0.55	1.18476922973684e-07	MMY21940	CD14+Mono	CKLF
MMY21940.CD14+Mono.PAPOLA	3.5479783230368e-12	-1.38759647507531	0.312	0.573	1.18992096998008e-07	MMY21940	CD14+Mono	PAPOLA
MMY21940.CD14+Mono.HSD17B4	3.60519566300812e-12	-0.552487996731193	0.077	0.26	1.20911052145966e-07	MMY21940	CD14+Mono	HSD17B4
MMY21940.CD14+Mono.DIP2B	3.76092733857517e-12	-0.260415527532513	0.028	0.153	1.26133981081134e-07	MMY21940	CD14+Mono	DIP2B
MMY21940.CD14+Mono.ME2	4.05615124115163e-12	1.38545941443705	0.067	0.244	1.36035200325743e-07	MMY21940	CD14+Mono	ME2
MMY21940.CD14+Mono.MIF	4.22255022852645e-12	1.45608281961633	0.489	0.176	1.4161588956432e-07	MMY21940	CD14+Mono	MIF
MMY21940.CD14+Mono.FAM126A	4.26344947657262e-12	-0.300482462882949	0.028	0.153	1.42987568545292e-07	MMY21940	CD14+Mono	FAM126A
MMY21940.CD14+Mono.CHURC1	4.2661768233268e-12	-0.526438525815665	0.111	0.321	1.43079038300734e-07	MMY21940	CD14+Mono	CHURC1
MMY21940.CD14+Mono.VPREB3	4.59134315806957e-12	5.4853793620992	0.339	0.046	1.53984466835337e-07	MMY21940	CD14+Mono	VPREB3
MMY21940.CD14+Mono.GRB2	4.73526562905209e-12	-0.903745442092032	0.369	0.649	1.58811338667149e-07	MMY21940	CD14+Mono	GRB2
MMY21940.CD14+Mono.NCBP3	4.89081373566683e-12	-0.322777953999043	0.079	0.267	1.64028111066794e-07	MMY21940	CD14+Mono	NCBP3
MMY21940.CD14+Mono.CXorf38	4.90073729091966e-12	-0.251174788121004	0.025	0.145	1.64360927262863e-07	MMY21940	CD14+Mono	CXorf38
MMY21940.CD14+Mono.UBR4	5.01541097019518e-12	-0.436510767191912	0.092	0.29	1.68206853118406e-07	MMY21940	CD14+Mono	UBR4
MMY21940.CD14+Mono.TMTC2	5.16224303965089e-12	-0.311119022064028	0.031	0.16	1.73131307063812e-07	MMY21940	CD14+Mono	TMTC2
MMY21940.CD14+Mono.SLC12A9	5.41261286453379e-12	-0.273600843473649	0.025	0.145	1.81528210250734e-07	MMY21940	CD14+Mono	SLC12A9
MMY21940.CD14+Mono.GLUD1	5.72265435067185e-12	-0.595884131661075	0.074	0.252	1.91926381612832e-07	MMY21940	CD14+Mono	GLUD1
MMY21940.CD14+Mono.ITSN2	5.95957226284425e-12	-0.890782023745344	0.118	0.328	1.99872134551271e-07	MMY21940	CD14+Mono	ITSN2
MMY21940.CD14+Mono.AC004687.1	6.06315065142392e-12	-0.646790310549731	0.072	0.252	2.03345946547455e-07	MMY21940	CD14+Mono	AC004687.1
MMY21940.CD14+Mono.LEPROTL1	6.29271725864982e-12	-0.612904455077786	0.123	0.344	2.11045151420598e-07	MMY21940	CD14+Mono	LEPROTL1
MMY21940.CD14+Mono.GTF2I	7.21126052059188e-12	-0.6675051179611	0.248	0.511	2.41851255339611e-07	MMY21940	CD14+Mono	GTF2I
MMY21940.CD14+Mono.SPNS1	7.21632689977258e-12	-0.296810185949755	0.04	0.183	2.42021171564573e-07	MMY21940	CD14+Mono	SPNS1
MMY21940.CD14+Mono.SSR3	7.30735346090915e-12	2.83915332922817	0.683	0.458	2.45074020371971e-07	MMY21940	CD14+Mono	SSR3
MMY21940.CD14+Mono.PRDX2	7.31435882712318e-12	1.69205093191223	0.496	0.191	2.45308966344057e-07	MMY21940	CD14+Mono	PRDX2
MMY21940.CD14+Mono.YY1	7.43354339957363e-12	-1.09072799814576	0.252	0.511	2.493061785349e-07	MMY21940	CD14+Mono	YY1
MMY21940.CD14+Mono.STRN4	7.47609518555037e-12	-0.256437161135508	0.044	0.191	2.50733280332988e-07	MMY21940	CD14+Mono	STRN4
MMY21940.CD14+Mono.CLN8	7.78422670583958e-12	-0.304732610862171	0.013	0.107	2.61067395260448e-07	MMY21940	CD14+Mono	CLN8
MMY21940.CD14+Mono.SLC36A4	8.11267641930894e-12	-0.466585091745935	0.054	0.214	2.72082941750783e-07	MMY21940	CD14+Mono	SLC36A4
MMY21940.CD14+Mono.SEPT9	8.68615174827754e-12	-0.730125082717011	0.162	0.397	2.91316157333732e-07	MMY21940	CD14+Mono	SEPT9
MMY21940.CD14+Mono.SF3B1	9.25561116136222e-12	-1.85455556280658	0.304	0.565	3.10414687129766e-07	MMY21940	CD14+Mono	SF3B1
MMY21940.CD14+Mono.SUMO2	9.46961780655126e-12	-1.00912895167689	0.474	0.71	3.17592041996116e-07	MMY21940	CD14+Mono	SUMO2
MMY21940.CD14+Mono.TMEM50A	9.78061633497017e-12	-0.651426703611964	0.242	0.519	3.2802231064223e-07	MMY21940	CD14+Mono	TMEM50A
MMY21940.CD14+Mono.TMED9	9.80728681038619e-12	2.05068795760173	0.491	0.206	3.28916785046732e-07	MMY21940	CD14+Mono	TMED9
MMY21940.CD14+Mono.CEP85L	1.07754120162052e-11	-0.330825801860209	0.073	0.252	3.6138576819949e-07	MMY21940	CD14+Mono	CEP85L
MMY21940.CD14+Mono.TAF13	1.07963555245222e-11	-0.426584061412028	0.051	0.206	3.62088171581426e-07	MMY21940	CD14+Mono	TAF13
MMY21940.CD14+Mono.COX4I1	1.09865902871811e-11	-0.865728563792018	0.733	0.901	3.6846826505148e-07	MMY21940	CD14+Mono	COX4I1
MMY21940.CD14+Mono.PRDM1	1.10129104536325e-11	8.94304698749159	0.343	0.053	3.69350990793927e-07	MMY21940	CD14+Mono	PRDM1
MMY21940.CD14+Mono.NR4A2	1.11500400980898e-11	0.712067400490181	0.12	0.336	3.73950044809736e-07	MMY21940	CD14+Mono	NR4A2
MMY21940.CD14+Mono.RPS2	1.13954149370917e-11	6.78823836016465	0.951	1	3.8217942616018e-07	MMY21940	CD14+Mono	RPS2
MMY21940.CD14+Mono.IER5	1.1706800487912e-11	-0.688659472592436	0.142	0.374	3.92622674763592e-07	MMY21940	CD14+Mono	IER5
MMY21940.CD14+Mono.TMEM258	1.17483409305996e-11	5.50265296826215	0.74	0.55	3.9401585813045e-07	MMY21940	CD14+Mono	TMEM258
MMY21940.CD14+Mono.G3BP2	1.18036411724083e-11	-0.567187154911101	0.107	0.313	3.95870517640231e-07	MMY21940	CD14+Mono	G3BP2
MMY21940.CD14+Mono.TRIP12	1.20758492360566e-11	-0.990786633455723	0.114	0.321	4.04999831678866e-07	MMY21940	CD14+Mono	TRIP12
MMY21940.CD14+Mono.DHRS7	1.23868066903357e-11	-0.550128839467861	0.12	0.336	4.15428722780478e-07	MMY21940	CD14+Mono	DHRS7
MMY21940.CD14+Mono.ILK	1.24607189593375e-11	4.44994739692779	0.062	0.229	4.1790759245826e-07	MMY21940	CD14+Mono	ILK
MMY21940.CD14+Mono.BIN2	1.26510017767703e-11	-0.544185932551801	0.075	0.252	4.24289297589322e-07	MMY21940	CD14+Mono	BIN2
MMY21940.CD14+Mono.AGPS	1.2888801247251e-11	-0.26558250516123	0.041	0.183	4.32264616230305e-07	MMY21940	CD14+Mono	AGPS
MMY21940.CD14+Mono.TMEM238	1.2941917323965e-11	1.61490854490066	0.315	0.031	4.34046023211138e-07	MMY21940	CD14+Mono	TMEM238
MMY21940.CD14+Mono.IREB2	1.40762048243705e-11	-0.3214612798947	0.07	0.244	4.72087757399739e-07	MMY21940	CD14+Mono	IREB2
MMY21940.CD14+Mono.HMGN2	1.41390888497834e-11	-25.5625294296873	0.437	0.687	4.74196761844037e-07	MMY21940	CD14+Mono	HMGN2
MMY21940.CD14+Mono.TRAFD1	1.41543842364644e-11	-0.358375274914014	0.021	0.13	4.74709738522543e-07	MMY21940	CD14+Mono	TRAFD1
MMY21940.CD14+Mono.RAB34	1.41931514970786e-11	-0.291029160699208	0.021	0.13	4.76009914909021e-07	MMY21940	CD14+Mono	RAB34
